Date,US ALL EMPS - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US TOTAL CIVILIAN EMPLOYMENT VOLA,US UNEMPLOYED (16 YRS & OVER) VOLA,US UNEMPLOYMENT RATE SADJ,US JOB OPENINGS: TOTAL NONFARM (LEVEL) VOLN,US AHE: PROD EMPS - TOTAL PRIVATE CURA,US AHE: PROD EMPS - MANUFACTURING CURN,US CHALLENGER JOB-CUT ANNOUNCEMENTS VOLN,US CONSUMER CREDIT OUTSTANDING CURA,US CONSUMER CONFIDENCE INDEX SADJ,"US RETAIL SALES & FOOD SERVICES, TOTAL CURA",US POPULATION (ESTIMATES USED IN TIOL ACCOUNTS) VOLN,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US CPI- ALL URBAN SAMPLE: ALL ITEMS - ANNUAL INFLATION RATE DJ,US NEW PASSENGER CARS - TOTAL REGISTRATIONS VOLN,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: TOTAL (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: DOM. (AR) VOLA,US AUTODATA RETAIL SALES OF NEW CARS: DOMESTIC (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT TRUCKS: DOMESTIC (AR) VOLA,US SALES OF NEW ONE FAMILY HOUSES (AR) VOLA,US PENDING HOME SALES INDEX (AR) SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US CAPACITY UTILIZATION RATE - ALL INDUSTRY SADJ,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,US CONSTRUCTION EXPENDITURES - TOTAL (AR) CURA,US NEW ORDERS - ALL MANUFACTURING INDUSTRIES CURA,"US NEW ORDERS - MANUFACTURING, EXCLUDING TRANSPORTATION CURA",US BUSINESS INVENTORIES (MFG & TRADE) CURA,US WHOLESALE TRADE INVENTORIES - TOTAL CURA,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,,US FEDERAL GOVERNMENT BUDGET BALANCE CURN,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN RESERVE ASSETS CURN,US EXPORTS F.A.S. CURA,US IMPORTS F.A.S. CURA,US VISIBLE TRADE BALANCE F.A.S.-F.A.S. CURA,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND DJ,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US MONEY SUPPLY M2 (BCI 106) CO,US CONSUMER CONFIDENCE INDEX SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US CHICAGO PURCHASING MAGER BUSINESS BAROMETER (SA) SADJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US TIPP ECONOMIC OPTIMISM INDEX: OVERALL DJ,US PERSOL INCOME (MONTHLY SERIES) (AR) CURA,US PERSOL SAVING AS % OF DISPOSABLE PERSOL INCOME SADJ,US DISPOSABLE PERSOL INCOME (AR) CURA,US PERSOL CONSUMPTION EXPENDITURES (AR) CURA,US CHAIN-TYPE PRICE INDEX FOR PCE LESS FOOD & ENERGY SADJ,US FOREIGN RESERVE ASSETS CURN,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US MONETARY BASE CURN,US MONEY SUPPLY M1 CURN,US FEDERAL FUNDS RATE (MONTHLY AVERAGE) DJ,US TREASURY BILL RATE - 3 MONTH (EP) DJ,US INTERBANK RATE - 3 MONTH (LONDON) (MONTH AVG) DJ,US PRIME RATE CHARGED BY BANKS (MONTH AVG) DJ,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR DJ,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN NET LONG TERM FLOWS IN SECURITIES CURN,US COMMERCIAL BANK ASSETS - LOANS & LEASES IN BANK CREDIT CURA,US COMMERCIAL BANK ASSETS - COMMERCIAL & INDUSTRIAL LOANS CURA,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,SPX 500 Percent Shift Next Month
8/15/12,134347,142291,12471,8.1,3738,19.74,19,32239,2862.65431,61.3,401904,314662,229.918,230.233,1.69,630.9,14.21,11.273442,5.13,6.146749,375,100.2,37,76.8991,50.3,53,-2.5,-2.3,99.9132,857.558,458298,398646,1628202,509890,107.5,104.5,,-190533,16015770,151501,127030,187209,-60179,1.2578,74.3463,133.4,139.4,107.7,107,9516.9,61.3,37,50.3,53,54.1,-2.5,-2.3,45.6,13837.4,7.1,12329.4,11054.923,104.89,151501,1.2578,74.3463,2650750,2334.2,0.13,0.09,0.4183,3.25,2.4,16015770,93797,6815.5694,1426.0376,229.918,230.233,133.4,139.4,107.5,104.5,0.02423609
9/15/12,134550,143044,12115,7.8,3542,19.77,19.07,33816,2872.4601,68.4,405658,314879,231.015,230.659,1.99,583.4,14.87,11.62516,5.28,6.342994,385,102,40,76.7647,51.9,54.7,0.3,-6.4,99.9138,862.358,475403,403479,1638098,516395,108.2,104.8,,75180,16066241,153075,132193,188748,-56555,1.2856,72.6769,134.5,140.8,108.2,107.4,9557,68.4,40,51.9,54.7,51.9,0.3,-6.4,51.8,13955.2,7.2,12426.9,11130.983,105.014,153075,1.2856,72.6769,2594909,2357.5,0.14,0.1,0.3585,3.25,2.49,16066241,7518,6830.6325,1434.6412,231.015,230.659,134.5,140.8,108.2,104.8,-0.019789404
10/15/12,134696,143431,12124,7.8,3906,19.8,19.07,47724,2890.15882,73.1,405877,315085,231.638,231.024,2.16,545.6,14.54,11.379556,5.17,6.211273,358,103.2,41,76.8563,50.5,54.2,-1.1,-4,100.2063,870.362,478268,407320,1640674,515761,108.3,104.9,,-119995,16261471,152228,126281,185822,-59542,1.2958,72.8408,134.6,141.2,108.3,107.7,9584.1,73.1,41,50.5,54.2,48.1,-1.1,-4,54,14076,7.8,12536.6,11144.735,105.271,152228,1.2958,72.8408,2611775,2415.7,0.16,0.11,0.3128,3.25,2.51,16261471,8160,6839.9201,1449.4031,231.638,231.024,134.6,141.2,108.3,104.9,0.002846703
11/15/12,134828,143333,12005,7.7,3303,19.85,19.16,57081,2907.88215,71.5,407386,315276,231.249,231.33,1.76,548.7,15.13,11.743855,5.33,6.415116,392,102.9,45,77.1042,49,54.8,-10.4,-0.5,100.7003,866.855,477030,407062,1646409,519945,108.4,105.4,,-172112,16369549,151276,128357,192148,-63791,1.301,73.7026,133.8,140.2,108.2,107.8,9663.2,71.5,45,49,54.8,48.8,-10.4,-0.5,48.6,14251.7,8.8,12689,11161.726,105.377,151276,1.301,73.7026,2646809,2414.7,0.16,0.08,0.3105,3.25,2.39,16369549,54769,6873.1749,1457.2256,231.249,231.33,133.8,140.2,108.4,105.4,0.007068311
12/15/12,135072,143330,12298,7.9,3213,19.89,19.22,32556,2919.71806,66.7,409343,315446,231.221,231.725,1.74,606.9,15.27,11.925907,5.41,6.519756,399,103.5,47,77.1903,50,55.6,2.5,-5.7,100.9782,865.73,488291,404185,1649412,520338,108.4,105.5,,-1191,16432730,150175,131816,187617,-55800,1.3186,73.217,133.6,139.4,108,108,9785.6,66.7,47,50,55.6,51.4,2.5,-5.7,45.1,14622.9,11,13018.8,11186.525,105.442,150175,1.3186,73.217,2675945,2509.3,0.16,0.05,0.306,3.25,2.47,16432730,64621,6892.227,1474.385,231.221,231.725,133.6,139.4,108.4,105.5,0.050428064
1/15/13,135283,143292,12471,8,3796,19.94,19.23,40430,2935.86931,58.4,412125,315592,231.612,232.244,1.59,569.8,15.42,12.132978,5.63,6.506339,442,105.3,47,77.0062,53.1,55.3,-1.4,-7.5,100.8955,857.41,478536,412311,1664080,524442,108.7,105.6,,2886,16433792,151895,129892,189809,-59917,1.3584,73.6595,134.1,140.1,108.3,108.6,9793.5,58.4,47,53.1,55.3,53.5,-1.4,-7.5,46.5,13868.5,4.9,12230.7,11225.36,105.676,151895,1.3584,73.6595,2741743,2480.8,0.14,0.07,0.298,3.25,2.68,16433792,27406,6923.9795,1484.508,231.612,232.244,134.1,140.1,108.7,105.6,0.011060603
2/15/13,135569,143362,11950,7.7,3788,19.99,19.23,55356,2956.99182,68,416603,315730,232.985,232.603,1.98,600.4,15.57,12.209564,5.6,6.605092,439,106.2,46,77.3266,54.5,56.1,-6.2,7.5,101.4671,871.574,495952,416240,1665253,523029,108.9,105.6,,-203539,16687289,148837,131929,192655,-60726,1.3079,74.6554,135.1,141.3,108.8,109.2,9755.5,68,46,54.5,56.1,55.9,-6.2,7.5,47.3,13918.4,4.7,12274.6,11282.963,105.808,148837,1.3079,74.6554,2845251,2455.2,0.15,0.11,0.2871,3.25,2.78,16687289,-14501,6942.0181,1490.7249,232.985,232.603,135.1,141.3,108.9,105.6,0.035987799
3/15/13,135699,143316,11689,7.5,3854,20.01,19.21,49255,2967.41135,61.9,413848,315881,232.299,232.8,1.47,683.2,15.39,12.187178,5.49,6.70091,449,106.1,44,77.45,52.4,55.2,2,4.5,101.772,865.844,470016,404274,1663598,523406,108.9,105.8,,-106530,16771379,146329,129196,183967,-54771,1.2816,76.3079,134.4,141.2,109.1,108.9,9836.5,61.9,44,52.4,55.2,55.5,2,4.5,42.2,13925.7,4.8,12272.5,11261.641,105.904,146329,1.2816,76.3079,2935036,2496.7,0.14,0.07,0.2826,3.25,2.78,16771379,-29660,6947.3672,1499.9604,232.299,232.8,134.4,141.2,108.9,105.8,0.018085764
4/15/13,135896,143635,11760,7.6,4209,20.03,19.26,38121,2977.59309,69,412655,316043,231.795,232.837,1.06,675.4,15.43,12.242476,5.42,6.825394,451,107.9,41,77.2802,50.2,53.8,0.5,3.7,101.6802,877.799,475312,403436,1667218,524404,108.7,106,,112889,16828845,146795,130641,188166,-57526,1.3168,76.2644,133.6,140.2,109,109.5,9880,69,41,50.2,53.8,50.1,0.5,3.7,46.2,13937.6,4.9,12266.8,11253.931,105.968,146795,1.3168,76.2644,3011737,2541.8,0.15,0.05,0.2731,3.25,2.55,16828845,-22297,6973.638,1507.2744,231.795,232.837,133.6,140.2,108.7,106,0.020762783
5/15/13,136122,143882,11654,7.5,3873,20.06,19.22,36398,2992.68214,74.3,414182,316222,231.916,233.064,1.36,710.8,15.44,12.141078,5.37,6.771772,430,107.5,44,77.1966,50,54.3,0.3,-0.4,101.6916,882.693,488931,408124,1664537,520833,108.6,105.7,,-138732,16738822,144042,129517,190946,-61428,1.2988,76.9624,132.9,139.4,108.8,109.7,9907.3,74.3,44,50,54.3,57.2,0.3,-0.4,45.1,14028.5,5.3,12345.2,11279.494,106.087,144042,1.2988,76.9624,3116932,2518,0.11,0.04,0.2753,3.25,2.73,16738822,-25215,6981.471,1510.5849,231.916,233.064,132.9,139.4,108.6,105.7,-0.014999325
6/15/13,136284,143999,11751,7.5,3912,20.12,19.23,39372,3003.71525,82.1,415777,316411,232.374,233.365,1.75,665.6,15.72,12.35798,5.55,6.808735,463,109,51,77.2497,52.6,54,12.8,4.4,101.873,893.248,495410,403597,1663595,521376,109,106.2,,116501,16738320,145703,132139,186854,-54715,1.301,76.2392,132.8,138.8,109.2,109.8,9937.5,82.1,51,52.6,54,53.1,12.8,4.4,49,14085.4,5.4,12395.7,11320.199,106.236,145703,1.301,76.2392,3201472,2523,0.09,0.04,0.2731,3.25,3.07,16738320,-67265,7002.6114,1522.1056,232.374,233.365,132.8,138.8,109,106.2,0.049462111
7/15/13,136406,144264,11335,7.3,4117,20.14,19.23,37701,3018.23365,81,418222,316618,232.889,233.865,1.96,669,15.77,12.335155,5.58,6.755241,376,105.4,56,76.7372,54,54.9,16,5.7,101.297,909.513,476097,408475,1669763,522129,109.2,106.4,,-97597,16738599,147427,130855,187817,-56962,1.3282,77.2138,132.6,138.9,109.5,110.1,9974.7,81,56,54,54.9,52.1,16,5.7,47.1,14079.7,5.2,12401.8,11343.123,106.343,147427,1.3282,77.2138,3290898,2543.2,0.09,0.04,0.2656,3.25,3.31,16738599,21461,7018.4781,1532.1881,232.889,233.865,132.6,138.9,109.2,106.4,-0.031298013
8/15/13,136667,144326,11279,7.2,4036,20.18,19.26,50462,3033.56538,81.8,417503,316844,233.323,234.312,1.52,673.5,15.75,12.335797,5.5,6.840414,380,104.9,58,77.2586,55.3,56.7,8.2,10.3,102.0772,914.609,481689,407478,1677646,526109,109.3,106.4,,-147905,16738650,145755,131165,188180,-57015,1.3196,76.3072,131.9,139.4,109.5,110.8,10011.2,81.8,58,55.3,56.7,53.6,8.2,10.3,45.1,14137.4,5.4,12456.6,11370.236,106.468,145755,1.3196,76.3072,3398930,2536.9,0.08,0.03,0.2595,3.25,3.49,16738650,-13335,7018.8683,1533.6111,233.323,234.312,131.9,139.4,109.3,106.4,0.029749475
9/15/13,136857,144418,11270,7.2,3975,20.22,19.34,40289,3051.01412,80.2,417565,317068,233.632,234.658,1.18,622.5,15.47,12.011062,5.43,6.584444,399,102.7,57,77.5656,55.4,53.6,20.8,8.2,102.5705,924.361,490492,407744,1685219,528371,109.4,106.5,,75114,16738184,147747,130594,191295,-60701,1.3535,76.004,132.4,139.8,109.4,111.8,10043,80.2,57,55.4,53.6,56.7,20.8,8.2,46,14188.9,5.3,12503.1,11423.949,106.584,147747,1.3535,76.004,3486920,2555.2,0.08,0.02,0.2489,3.25,3.53,16738184,32331,7039.6449,1540.1966,233.632,234.658,132.4,139.8,109.4,106.5,0.04459576
10/15/13,137069,143537,11136,7.2,4318,20.25,19.34,45730,3068.61677,72.4,419693,317281,233.718,234.892,0.96,561.9,15.47,12.040408,5.39,6.653166,444,101.4,54,77.4272,55.4,54.4,13.5,4.4,102.4728,937.982,483650,406961,1696130,534301,109.5,106.7,,-90586,17156117,147086,134238,191087,-56849,1.3594,75.0477,131.6,138.9,109.7,111.7,10125.3,72.4,54,55.4,54.4,61.6,13.5,4.4,38.4,14176.3,4.8,12487.6,11465.233,106.776,147086,1.3594,75.0477,3589515,2617.5,0.09,0.04,0.242,3.25,3.38,17156117,25667,7065.1784,1549.4785,233.718,234.892,131.6,138.9,109.5,106.7,0.028049461
11/15/13,137327,144479,10787,6.9,3615,20.32,19.43,45314,3081.17342,72,421033,317478,234.121,235.328,1.24,531.1,16.21,12.545381,5.53,7.011696,446,100.8,54,77.6164,56.2,53.7,4.9,2.9,102.8086,948.85,498787,411785,1705713,538588,109.7,106.9,,-135226,17217152,145112,134981,189221,-54240,1.3606,76.0304,131.8,137.7,109.4,113,10131.8,72,54,56.2,53.7,62.7,4.9,2.9,41.4,14243.8,4.6,12539.1,11541.95,106.951,145112,1.3606,76.0304,3684563,2606.3,0.08,0.06,0.2391,3.25,3.5,17217152,-28067,7083.7629,1558.4982,234.121,235.328,131.8,137.7,109.7,106.9,0.023562833
12/15/13,137374,144778,10404,6.7,3371,20.34,19.55,30623,3095.56081,77.5,423005,317664,234.723,235.735,1.5,590.8,15.5,12.023433,5.25,6.772888,441,97.3,57,77.7686,56,52.9,3.9,3.3,103.0979,961.996,493416,411218,1712763,540671,109.7,106.9,,53220,17351971,144575,133370,187989,-54619,1.3779,76.1944,132.3,137.8,109.3,112.9,10173.8,77.5,57,56,52.9,59.8,3.9,3.3,43.1,14293.9,4.7,12576.3,11566.012,107.076,144575,1.3779,76.1944,3717450,2714.9,0.09,0.07,0.2461,3.25,3.63,17351971,-48000,7105.5882,1574.153,234.723,235.735,132.3,137.8,109.7,106.9,-0.035582895
1/15/14,137564,145122,10235,6.6,3957,20.4,19.5,45107,3114.37192,79.4,418800,317837,235.385,236.019,1.58,530.135,15.39,12.187184,5.19,6.994801,447,96.9,56,77.3288,52.4,54.7,15.4,12.4,102.6063,977.072,484589,413683,1720640,543620,110.1,107.1,,-10520,17293020,144416,132514,192186,-59672,1.35,77.0804,132.7,138.3,109.7,113.3,10198.1,79.4,56,52.4,54.7,58.8,15.4,12.4,45.2,14382.6,5.1,12643.4,11576.322,107.227,144416,1.35,77.0804,3728483,2701,0.07,0.02,0.2366,3.25,3.52,17293020,1829,7128.8452,1585.7625,235.385,236.019,132.7,138.3,110.1,107.1,0.043117038
2/15/14,137715,145161,10365,6.7,3946,20.49,19.49,41835,3132.4868,78.3,424117,318001,235.672,236.23,1.13,554.257,15.59,12.34099,5.31,7.034207,423,96.4,46,78.0248,54.8,53.1,0.5,4.3,103.6292,984.715,494429,416002,1728532,547175,110.4,107.3,,-193532,17463229,145205,132139,193314,-61175,1.3806,76.9348,133.7,139.8,110.1,114,10266.8,78.3,46,54.8,53.1,61.6,0.5,4.3,44.9,14484.8,5.4,12731.5,11629.124,107.299,145205,1.3806,76.9348,3833354,2705.5,0.07,0.05,0.2357,3.25,3.38,17463229,87553,7189.8297,1618.7557,235.672,236.23,133.7,139.8,110.4,107.3,0.006932157
3/15/14,137987,145673,10435,6.7,4156,20.48,19.53,34399,3151.05913,83.9,429720,318172,235.978,236.637,1.51,712.599,16.52,13.141135,5.59,7.5467,410,97.6,46,78.6395,55,54.1,12.6,2.4,104.5546,993.293,495892,416109,1734231,551817,110.7,107.6,,-36895,17601227,144284,136236,198398,-62162,1.3777,76.591,134.9,140.5,110.8,115,10290.4,83.9,46,55,54.1,61,12.6,2.4,45.1,14590.2,5.4,12828.2,11715.055,107.508,144284,1.3777,76.591,3885877,2772.5,0.08,0.05,0.2306,3.25,3.35,17601227,-43259,7240.4941,1633.9897,235.978,236.637,134.9,140.5,110.7,107.6,0.006200797
4/15/14,138316,145680,9724,6.3,4844,20.51,19.52,40298,3174.78217,81.7,433675,318350,236.471,237.081,1.95,656.798,16.3,13.003878,5.44,7.568603,401,98,46,78.7184,55.3,55.2,17.1,2.9,104.7807,1002.975,499785,415895,1741360,556022,110.8,107.6,,106853,17508437,144278,134919,200025,-65107,1.387,76.3464,133.5,139.7,111,115,10324.1,81.7,46,55.3,55.2,63.5,17.1,2.9,48,14642.9,5.5,12888,11748.351,107.695,144278,1.387,76.3464,3930681,2809,0.09,0.03,0.2234,3.25,3.27,17508437,-38529,7276.0813,1651.0139,236.471,237.081,133.5,139.7,110.8,107.6,0.021030282
5/15/14,138562,145825,9740,6.3,4607,20.55,19.51,52961,3193.53571,82.2,434334,318540,236.832,237.584,2.13,730.35,16.7,13.287444,5.69,7.594661,452,100.8,45,78.8406,55.5,56.8,18.5,19,105.0799,1004.783,493616,413377,1748136,556680,111,107.9,,-129971,17516958,144578,136413,198237,-61824,1.364,76.2194,133.7,140.1,111.1,115.7,10371.6,82.2,45,55.5,56.8,65.9,18.5,19,45.8,14708.3,5.7,12953.4,11787.34,107.885,144578,1.364,76.2194,3911525,2781.7,0.09,0.04,0.2274,3.25,3.12,17516958,18058,7316.1112,1664.1681,236.832,237.584,133.7,140.1,111,107.9,0.019058313
6/15/14,138866,146267,9474,6.1,4665,20.59,19.5,31434,3209.25759,86.4,435094,318739,237.029,237.838,2.07,693.822,16.78,13.328958,5.81,7.514071,416,101.3,49,79.0173,55.4,56.6,14.3,15.6,105.4698,1003.922,498760,417717,1749414,557679,111,107.9,,70519,17632606,145176,135963,196110,-60147,1.369,76.445,133,140.5,111.2,116.5,10406.8,86.4,49,55.4,56.6,62.6,14.3,15.6,47.7,14789.4,5.9,13025.8,11840.142,108.015,145176,1.369,76.445,3948691,2824.2,0.1,0.04,0.2307,3.25,3.15,17632606,-19025,7363.5876,1677.6674,237.029,237.838,133,140.5,111,107.9,-0.015079863
7/15/14,139068,146401,9610,6.2,4890,20.62,19.56,46887,3231.2824,90.3,435688,318954,237.424,238.197,1.99,678.063,16.53,13.206454,5.76,7.441687,402,102.1,53,78.9052,55.6,57,21.7,21.5,105.4919,1004.153,548962,411759,1756862,558486,111.3,108.4,,-94621,17687137,142916,136452,196733,-60281,1.339,76.3256,133.1,140.1,111.6,117.2,10443.6,90.3,53,55.6,57,51.7,21.7,21.5,45.6,14848.9,5.8,13070.2,11881.054,108.198,142916,1.339,76.3256,3989084,2840.7,0.09,0.03,0.2391,3.25,3.07,17687137,-18646,7405.1437,1695.7306,237.424,238.197,133.1,140.1,111.3,108.4,0.037655322
8/15/14,139298,146522,9602,6.2,5098,20.67,19.56,40010,3247.28697,93.4,439554,319183,237.256,238.38,1.7,666.411,17.32,13.881852,6.05,7.828067,449,102.8,55,78.7152,57.9,58.2,23,16.9,105.425,1000.978,497386,414872,1761096,562575,111.3,108.4,,-128677,17749172,141318,137357,195647,-58290,1.315,77.548,132.4,139,111.6,117.5,10471.2,93.4,55,57.9,58.2,63.3,23,16.9,44.5,14933.2,5.6,13135.8,11966.79,108.259,141318,1.315,77.548,4075039,2789.6,0.09,0.03,0.2336,3.25,2.94,17749172,52068,7454.2796,1712.5161,237.256,238.38,132.4,139,111.3,108.4,-0.015513859
9/15/14,139578,146752,9266,5.9,4639,20.68,19.6,30477,3263.92832,89,438687,319411,237.486,238.729,1.66,615.805,16.52,13.230089,5.64,7.58847,466,103.9,59,78.8009,55.9,57.6,22.1,29.9,105.7329,1004.614,492225,414302,1762965,563113,111.1,108.2,,105803,17824071,137054,134635,196868,-62232,1.2628,79.5846,131.9,137.9,111.1,118.2,10490,89,59,55.9,57.6,61,22.1,29.9,45.2,14992.4,5.8,13181.5,11975.585,108.4,137054,1.2628,79.5846,4049189,2834,0.09,0.02,0.2351,3.25,3.01,17824071,157830,7483.5358,1725.711,237.486,238.729,131.9,137.9,111.1,108.2,0.023201456
10/15/14,139805,147411,8972,5.7,5146,20.71,19.6,51183,3275.60876,94.1,440396,319628,237.506,239.147,1.66,564.206,16.58,13.341867,5.84,7.501831,474,104.1,54,78.6968,57.4,56.1,18.2,7.2,105.7898,1029.293,483258,404934,1768121,566104,111.3,108.7,,-121713,17937161,136285,136753,197660,-60907,1.253,80.8237,130.7,136,111.4,118.7,10531.6,94.1,54,57.4,56.1,60.2,18.2,7.2,45.2,15081.4,5.8,13255.9,12050.418,108.501,136285,1.253,80.8237,4001451,2864.4,0.09,0.01,0.2321,3.25,2.77,17937161,-1353,7506.5567,1730.3088,237.506,239.147,130.7,136,111.3,108.7,0.024533584
11/15/14,140117,147391,9064,5.8,4453,20.77,19.66,35940,3291.24484,91,442106,319822,237.118,239.373,1.32,523.986,17.13,13.813737,5.98,7.831498,446,105.5,58,79.1631,57.6,58.8,36,13,106.6134,1029.669,477556,399245,1770591,571181,111.1,108.7,,-56818,18005549,133641,134749,194612,-59863,1.2438,82.7119,129.5,133.5,110.8,119,10589.5,91,58,57.6,58.8,60.9,36,13,46.4,15161,5.8,13320.1,12098.232,108.599,133641,1.2438,82.7119,3830424,2860.6,0.09,0.02,0.2336,3.25,2.76,18005549,33678,7553.5811,1751.2265,237.118,239.373,129.5,133.5,111.1,108.7,-0.004188512
12/15/14,140372,147597,8704,5.6,4398,20.73,19.71,32640,3317.44608,93.1,439323,320002,236.29,239.553,0.76,628.096,16.92,13.55232,5.83,7.71798,492,104.7,58,78.8475,54.9,56.3,21.6,-2.4,106.3797,1042.544,464702,391079,1770586,572083,110.7,108.9,,1864,18141444,130090,133744,196567,-62822,1.2101,84.0903,128.3,130.1,110.3,119.9,10684.6,93.1,58,54.9,56.3,57.7,21.6,-2.4,48.4,15203.9,6.1,13357.8,12095.614,108.66,130090,1.2101,84.0903,3934455,2991.4,0.12,0.04,0.2556,3.25,2.55,18141444,39249,7606.8059,1772.8963,236.29,239.553,128.3,130.1,110.7,108.9,-0.031040847
1/15/15,140606,148113,8951,5.7,5068,20.81,19.68,53041,3331.52826,103.8,435929,320169,234.913,239.91,-0.09,535.775,16.72,13.533138,5.54,7.99372,523,104.7,57,78.1442,54.3,57.2,13.1,11.9,105.6148,1049.398,459652,381916,1770256,572656,110.1,108.9,,-17546,18082294,126603,128128,190914,-62786,1.129,87.4521,126.1,126,109.7,120.1,10789,103.8,57,54.3,57.2,58.9,13.1,11.9,51.5,15240.2,6.1,13345.9,12088.312,108.689,126603,1.129,87.4521,4017103,2940.5,0.11,0.02,0.2531,3.25,2.2,18082294,-10925,7662.2064,1790.4018,234.913,239.91,126.1,126,110.1,108.9,0.054892506
2/15/15,140844,148100,8634,5.5,4958,20.82,19.72,50579,3350.5089,98.8,434153,320326,235.489,240.236,-0.03,548.22,16.4,13.220975,5.32,7.903661,549,108.8,55,77.8887,53.5,57.9,7.9,7.7,105.4321,1062.464,454548,383233,1776218,575840,109.7,108.5,,-192358,18155854,124717,126665,184096,-57431,1.1197,89.0883,125.9,125.5,109.5,120.2,10878.7,98.8,55,53.5,57.9,48.2,7.9,7.7,47.5,15320,6.3,13417.1,12128.606,108.794,124717,1.1197,89.0883,3840464,2979.1,0.11,0.02,0.2619,3.25,2.34,18155854,19691,7713.2032,1806.241,235.489,240.236,125.9,125.5,109.7,108.5,-0.017396056
3/15/15,140930,148175,8578,5.5,5116,20.89,19.78,36594,3373.18414,101.4,442225,320489,235.989,240.783,-0.07,705.728,17.14,13.742885,5.55,8.194688,481,108.8,52,77.5158,52.3,57.3,7.6,3.3,105.0745,1078.91,464584,382778,1778735,576683,109.7,108.5,,-52918,18152056,119270,127162,197355,-70193,1.0741,91.7154,125.9,125.3,109.8,120.7,10879.8,101.4,52,52.3,57.3,48.8,7.6,3.3,49.1,15342.9,5.8,13429.8,12209.572,108.977,119270,1.0741,91.7154,4030632,3023.3,0.11,0.03,0.2708,3.25,2.41,18152056,4875,7792.7139,1833.9584,235.989,240.783,125.9,125.3,109.7,108.5,0.008520763
4/15/15,141192,148505,8546,5.4,5933,20.92,19.8,61582,3394.45689,94.3,442183,320660,236.201,241.366,-0.2,643.466,16.75,13.426675,5.47,7.953448,500,110.2,56,77.113,51.5,57.5,10,-1.5,104.6624,1106.181,461971,382647,1785293,576861,109.7,108.7,,156709,18152560,121290,128971,190264,-61293,1.1162,90.888,125.1,125.1,109.8,121.3,10916.7,94.3,56,51.5,57.5,53.7,10,-1.5,51.3,15441.6,6.2,13514.3,12228.298,109.127,121290,1.1162,90.888,4059374,3034.8,0.12,0.01,0.2788,3.25,2.33,18152560,58067,7838.9788,1848.6735,236.201,241.366,125.1,125.1,109.7,108.7,0.010491439
5/15/15,141536,148788,8662,5.5,5428,20.99,19.83,41034,3412.35059,94.6,446238,320843,236.891,241.662,-0.04,702.132,17.7,14.203832,5.85,8.355938,504,110.8,54,76.7518,52.8,56.6,6.5,5.5,104.2843,1126.94,455140,380980,1786585,579498,110.1,108.7,,-84068,18152852,119535,127476,187840,-60364,1.0994,89.1074,125.7,126.5,110.2,121.7,10923.3,94.6,54,52.8,56.6,49.5,6.5,5.5,49.7,15531.9,6.2,13594.2,12302.794,109.27,119535,1.0994,89.1074,3949372,2975.3,0.12,0.01,0.2838,3.25,2.69,18152852,96451,7879.5161,1864.4352,236.891,241.662,125.7,126.5,110.1,108.7,-0.021011773
